User_ID,Description,Browser_Used,Device_Used,Is_Response
id10527,"Stayed here in a -bdrm suite for - nights in November. Overall definitely enjoyed the stay and we thought the staff were excellent.
Likes
- good location, near Main Station and Chrysler Building.
- a la carte breakfast at the restaurant came with the room. Try the chilli spiced hollandaise eggs benedict!
- you can get real coffee in the bar, not the usual stuff you get in America.
- good size room (for Manhattan), with good amenities and technology
- free internet
Dislikes
- the shower head over the bath kept on switching itself back to the bath head
- charging for small things like bottled water
Overall enjoyed the stay and would stay here again. Not so passionate though that I wouldn't stay somewhere else if I could find a good deal elsewhere.",InternetExplorer,Mobile,happy
id10528,"We chose the Argonaut because we got a great special on Travelzoo for four nights. We arrived around -pm, check in was at -pm but they had a room ready. i highly recommend becoming an In Touch kimpton member, you get special discounts and a $-- credit to raid the mini bar! The room location was initially disappointing we faced another building and the view overlooked a rooftop as well. We asked the desk clerk Sarah for a different room and she readily gave us a room on the third floor over looking a courtyard in the Cannery, excellent! 
The concierge helped us rent a go car which was fun but it was cold that day, if you rent one bring a small blanket to cover your legs will definitely make the ride more enjoyable, I also reccommend buying a muni pass they are about $-- for three days but you get unlimited rides on the cable cars, buses and trolley. A ride on a cable car is $- each way. 
Staff was very friendly, doorman at night was hilarious, room was well kept and clean, would definitely stay there again!",Opera,Desktop,happy
id10529,"I was there on business in May so this is a little late. Did have some free time with some colleagues from Houston and went to NASA and a couple of great restaurants (can't remember their names right now). The Houstonian is a beautiful property in its own secluded setting. The lobby is warm, rustic, spacious and elegant. The rooms were fantastic. Service top notch. Got a spa treatment and it was wonderful and relaxing. The spa and fitness center are a must do. There is a walking trail around the property that is great to take advantage of. Tennis courts as well. The pool areas are fun, tropical setting. Can order snack food and drinks at the pool bar. Had breakfast one morning in their restaurant and no complaints, typical hotel breakfast but good. Also had a glass of wine in the bar area one night and perfectly fine as well. The atmosphere and service in both instances were great. I would love to find a reason to come back and stay at the Houstonian. Great for business and a weekend get away. Busy place, seems popular, nice wedding going on while I was there. George Bush Sr.'s old house is on the property and I guess they use it for receptions.",Mozilla,Desktop,happy
id10530,"I stayed here while helping my son get set up as a graduate student at Ohio State. This was a great hotel. The rooms were large and clean, the bed extremely comfortable. We had a great view of the Ohio State Campus from our room. The service here is among the best I've had at a hotel. Everyone who we worked with was very young, very sincere, very friendly, and very eager to help. They have a very nice fitness room here, and a very good restaurant.",Edge,Mobile,happy
id10531,"This is one of those Priceline coups - for those of us who trust Priceline a whole lot more than we should - this must be where they make their money back. Even after you pay for the upgrade to a double bed suite, the rooms are cramped, walls are very thin, windows are tiny and the staff - well, they're just not as friendly as a real """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""four-star"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" hotel. Great location, but your $--- priceline room will run you over $--- after you pay for your upgrade, your parking, your internet access. Then we add taxes. 
Speaking from experience, you can do a lot better in the theatre district with priceline if you drop one of the stars.",Firefox,Mobile,not happy
id10532,"Stayed here for - days, the hotel is very nice, the staff were helpful. The rooms were nice and the view was amazing! The location is right next to the ocean and the walkway, it's but a short walk to the Midway aircraft carrier museum, a very affordable tour and highly recommended. All in all I wouldn't hesitate to stay here again.",InternetExplorer,Tablet,happy
id10533,Nice place but the rooms are very small.................................,Mozilla Firefox,Tablet,not happy
id10534,"The hotel is in a great location, handy for airport but also for -- (though the street signs are somewhat undersized and cryptic). The food at the Ruby Tuesday's nearby was atrocious.
The hotel building itself is OK but not fancy - the lobby is not particularly prepossessing. The staff were very helpful and friendly, couldn't have been more accommodating or kind or willing to help. The room was perfectly adequate, not too weirdly decorated, and everything was clean. The comfy bed had - pillows of different thicknesses which I really appreciated. No smokiness in non-smoking rooms. The continental breakfast was abundant and pretty reasonable of its type, muffins bagels cereal juice coffee. Free WiFi, prompt shuttle service, excellent room price. I had read some unfavorable reviews & was prepared for something bad, but the good staff and physical comfort made it a pleasant stay.",Firefox,Desktop,happy
id10535,"I just got back from a two day stay at the Fisherman's Wharf Hyatt and while the hotel is in a great location and the staff was extreamly friendly there were issues with the rooms, mostly the bathroom. 
Here's a idea, bathrooms are a tool for your stay they need to provide a function and when it's over designed for visual appeal it looses the function. A two inch deep sink does one thing... it splashes water, most of it on you. As for the shower it has a recessed shower head in the ceiling, I am - --"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" and can adjust it my friend is - -"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" and she had to get on her tip toes ,someone who is - -"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" or shorter better bring there tooth brush into the shower and poke at it if they want to adjust it. It is also in front of the of the shower handles and the shower door does not slide. This means you have to turn the water on standing under it for a nice blast of cold water until you can dive out of the way or until it's warm enough to get back under. 
Some other things might help this hotel get the - or - rating the would like and that is don't let the city or whoever position a giant dumpster in front of your hotel. Not only is it a eye sore it's very loud when items are thrown into it. There are a lot of places on that street that are not occupied ---- and how about a mini bar?? I know when I booked the room it didn't have one and it didn't bother me from my computor... It did bother me when I wanted a drink when I got to my room.
Overall the rooms were very clean, the staff very nice and the location is great, some small changes and the hotel would be great also. Until then it's just a little above average.",Firefox,Mobile,not happy
id10536,"We had a wonderful stay at this hotel. When we arrived, we were promptly greeted by the valet worker who was very friendly. He had me go over the car to make sure that there weren't any scratches on the car and asked if we needed a luggage cart to our room. The only downside is that valet is $-- per day, but to me it was well worth it and I knew my car was being kept somewhere safe for being in a major city. The lobby was very well decorated, and we were greeted warmly by the front desk staff. He asked us the reason for our stay and I mentioned that we were there for a night out with a group of friends in the area. He even gave us free passes to a local bar at the Power Plant Live area. Our room was very clean and it still smelled like the cleaner when we walked in! The beds were also very comfy. There was a nice sized flat screen TV and the bathroom was also very clean and a deent size. We were attending a concert at Rams Head Live that night, and it was a ---- minute walk there, and it was also very safe. We left Rams Head around -:--AM and walked back with a friend, but it was also very safe to walk back at that time of night as there were plenty of people walking about and it was well lit. We didn't have any problems with noise and slept nicely. The next morning I called down to valet for my car and it was brought to me within -- minutes. The valet worker even provided us with cold bottled water for our ride home and gave me a map with directions on how to get out of the city safely. We were very pleased with our stay. One of the best hotels we've ever stayed in. We will definitely be back when we need to stay in Baltimore!",Edge,Mobile,happy
id10537,"We have stayed in the Charlotte area a number of times but never before at the Marriott City Center. The location suited our needs perfectly for this particular trip.
 The check-in and bellman staff was exceptionally courteous and quite efficient. The lobby was attractive and well-maintained. Self-parking in the garage is not difficult once you navigate the very sharp and narrow curve in the entrance ramp. It felt reasonably safe and well lit. Our room was a bit small but certainly clean and comfortable and very reasonably priced given our discount (AAA, AARP, and Marriott- sponsored packages all work out to pretty much the same weekend discount). 
BUT, and here is why I only rate our stay neutral and consider even that somewhat generous:
We were there on Friday and Saturday nights. Friday night we were awakened by extremely loud voices and laughter in the hallway right outside our room on an upper floor. I peeked out the security peephole and saw a group of well-dressed young people. they were calling to each other from doorway to doorway, down the hall, and generally behaving as though they were in a college dorm on a weekend night. I assume we were the unfortunate hallmates of people who had attended a very successful rehearsal dinner or other youth-oriented event where a lot of alcohol had been consumed and the reality of being in a grownup setting had been forgotten. I called the desk to complain and after five minutes the noise subsided somewhat, whether because the celebrants realized their behavior was unacceptable or because someone came up from the desk to tell them to be quiet I do not know.
Saturday night was much worse and something the hotel should have controlled. The relatively unobtrusive thumping music we had heard and ignored in the background Friday night had become a major annoyance, blasting up to our high-floor room for hours. We tried to go to sleep about --:--; it continued until after - a.m. Several times between - a.m. and - a.m. I called the desk and was told various things, among them that there had once been a club nearby that caused noise problems and the problem had just reappeared.... they were sending someone across the street to complain to the club...not clear if they were calling police, Not quite clear how many other people if any had called to complain this particular night, It was as loud as if we were on the street right outside the club--but keep in mind that not only were we on a high floor, we had our windows closed, and the air conditioning was on. 
I suppose that on a week night for business travelers the Marriott Ceity Center is still a viable option, but I don't know the club habits of Charlotte--perhaps even on a week night there might be an issue. Unless I were to be told with certainty that the club noise was no longer an issue I would not stay at this Marriott again despite its excellent location. I am also disappointed that although my husband included a comment about the excessive noise and poor response from staff in his response to the standard """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""how was your visit"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" survey he received upon our return home, we have received no reply or acknowledgment of any kind--nearly a month after the survey was returned.",Edge,Tablet,not happy
id10538,"Booking online weeks in advance for a standard room with two beds for a overnight stay in The Haight-Ashbury area of San Francisco, I was very pleased! My mother had found this boutique hotel and thought it would be fitting. 
Lovely staff, we were upgraded to a - bedroom suite with full kitchen, dining room, living area - bedrooms and a bath.. it was a well sized apartment. They guided us through the area with a map outlining restaurants and personal notes about each one. Located a block from the popular Haight Street, and right across from the Golden Gate Park. Very nice continental breakfast as well as organizing the airport town car for us. (p.s. the vegetarian indian restaurant New Ganges a few blocks away was such a wonderful experience!) Would definitely revisit Stanyan!",Mozilla Firefox,Mobile,happy
id10539,"Stayed here for the second time. Things are a bit tired like the tv, coffee maker and a couple more things. Priority Club members get an invitation to the lounge and a snack per usual. I just get a feeling that the management is satisfied with things and have no ideas for improvement.",IE,Mobile,happy
id10540,"Our room was a little dim and cramped but generally fine. The hotel seemed safe-secure, the breakfast was quite decent, and the location was pretty good, being right around the corner from the Walk of Fame etc. Good value for what and where it is.",Edge,Desktop,not happy
id10541,"I was in doubt as whether to give - or - stars to this hotel, because it excels in some points but may use some renovation. 
Arrival: the lobby is marvelous. With the cascade, foliage and lake, really nice. Coi fishes require a lot of care, so it gives you a measure of how well it has to be maintained in order for the fishes to grow, and they seemed in good shape. The girls at the reception and all other services were extremely friendly and all of our small issues were well attended. A+
Room: The room was facing the garden, basically it faced a palm tree but it was ok, it provided good shade and kept the place cooler. All amenities were available in the room. Bathroom was ok. But we had to move some furniture (my little one tends to fall from the bed so we always need to create some barriers around his side of the bed) and we noticed that behind furniture the vacuum cleaner had not been used in quite a while. Daily cleaning was done, but from time to time you have to dust behind the beds too!! That took some points off. Also rooms start being worn out a bit, although this is not a big issue in my opinion.
Premises: very nice. We did not use the pool as kids liked the beach (see previous review for details), it was clean and calm (at least in the morning). Overall it is all well kept and clean.
We had breakfast at the restaurant and it was fine. We were away most of the day so you may want to refer to other reviews for local activities. 
I have to add that it is well located, in -- minutes (driving) you can reach almost anything, which was the main reason of picking this hotel instead of the Coronado Loews. We did not regret the choice. It is placed in a friendly neighborhood too.",Firefox,Mobile,not happy
id10542,"This is a friendly old style city hotel, currently undergoing refurbishment. We got a room which had been refurbished and was clean and spacious - it had a separate dining-kitchen and a bathroom with an external window. The hallway was sheeted off and dusty due to the refurb, but was not really a problem. The elevators are quaint and manually-operated. The hotels location is walking distance (- blocks) from the Whithouse and the Lincoln Memorial, and there is a regular bus from opposite the hotel to the Capitol and Smithsonian. For dining, there is plently of choice around the hotel, and Georgetown is a short bus ride away.",Google Chrome,Mobile,happy
id10543,"We had a great experience - the staff was friendly and helpful, the location quite good.
When we arrived we were a bit shocked by the $-- parking, so we just asked the attendant whether he could recommend any less expensive options, and he gave us printed instructions on how to get to the alternate parking, which is $-- and attached to the mezzanine level by a skybridge. Then, when we checked in (we'd purchased our room on Priceline for only $--- for a weeknight, so the value was great), there was no lineup. It was after our dinner out and --:--pm so that probably accounted for the lack of lineup. The service was friendly and when I asked if they had any rooms with a king bed, she said that sadly those were all spoken for, but they did have a """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""parlor rooom"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" on the --th floor with views over the city and harbour. Amazing views. Great stay, Comfortable bed, and the room we were given was twice the size of a regular room. So nice that she thought of it; by --:--pm it isn't likely that anyone else is going to buy it, so she made us happy!
I would be very pleased if Priceline or Hotwire selected the Westin for me again, and if I were a business traveler I would be very happy with it.",IE,Desktop,happy
id10544,Jeffrey was friendly and helpful throughout our stay.,Google Chrome,Mobile,happy
id10545,"I stayed there - days for a conference. My company paid $--- a night. The hotel is clean, convienently located and the service from the staff is excellent. The rooms were okay, however the mattress was very soft. Other people I talked to at the conference mentioned the same thing. 
Internet access was pricey, $--.-- per night in the room. Other people I was with had high speed internet cards on their pcs and they did not work in the large ballrooms.
One tip, if you are leaving to go to O'Hare in the afternoon, take the Red Line subway to the Blue Line subway. Its a lot faster and it only costs $-.--. 
Would I stay here again, for business yes, for personal purposes, maybe, if the rate was a lot chaeaper.",Google Chrome,Tablet,not happy
id10546,"In March this year, I booked a - night stay at this hotel - I clearly specified a non-smoking room (since I am asthmatic). I spent a distressing and uncomfortable first night, due to the overpoweringly unpleasant musty smell of the room. But it was next morning that I found that all rooms on that floor were for smokers. Indeed there was a California State notice on the back of the door warning guests of the health risks of sleeping in the room.
The next morning I requested (and was given) a different room for the remaining - nights.
When I asked why I wasn't allocated a non-smoking room when this had been booked - months earlier, the counter clerk responded - """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""It hadn't been possible to allocate rooms so far in advance"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""".
What on earth did that mean?
I set out my dissatisfaction with teh arrangements on a feedback form. Four weeks on, I have heard nothing from the hotel.
I accept the fact that errors can be made. However I deplore the fact that at no point has anyone from the hotel attempted to explain or apologise for this disgraceful lapse in customer care.",Firefox,Mobile,not happy
id10547,"I arrived to this location late into the night very exhausted from travel. To my disappointment, the room was smelly, toilet had urine on it, and my daughter and I were bitten by what I assume were fleas. Carpet was stained and dirty. Bath tub needs scrubbing. I was worried about safety of the doors since it was an exterior entrance but the door jammed and we almost couldn't get out. I turned in my key and left to find lodging elsewhere @ -:-- a.m. This location gives La Quinta hotels a bad name.",Mozilla,Tablet,not happy
id10548,My wife and I spent our --th wedding anniversary at the Library Hotel based on a NYC local's recommendation. We had a really nice visit (too short) and the staff and amenities at the hotel were fantastic. We had a slightly upgraded room which was perfectly fine in size - cozy. Room was clean and well appointed. The rooftop patio is a must-do and the -nd floor reading room was a welcome rest stop. Location is perfect for exploring NYC. Overall a fantastic experience.,Mozilla Firefox,Desktop,happy
id10549,"Loved the Sofitel!!!! It was a wonderful experience. Very convenient, central location to it all. The hotel staff was professional, friendly, and most helpful (they even spoke in French...fun!). The staff accomodated our special request for an early check-in. A room was waiting and available upon arrival. The hotel is immaculate and just as pictured. We could not get over how comfortable the beds were. For being such a central location, there was no street noise. We did a lot of research before booking. This was our first time staying overnight in NYC and we were overwlemed by all of the hotel choices. I have to say we were anything, but disappointed. It was truly wonderful. The only downside...did not care for the Gaby restaurant at all. We wanted to relax and have a drink before ending the evening. The music played at the bar was loud and didn't really match the atmosphere. We went back the next morning because we had breakfast vouchers. We were a party of four with only two vouchers. A scone was $-, pancakes were like $--. We would have been better off grabbing something from Starbucks instead. Even with the two vouchers, the breakfast bill was outrageous for the fare. Next time, we'll skip the Gaby.",IE,Desktop,happy
id10550,"Being located so close to the airport, I expected to hear some sounds from planes landing and taking off. That wasn't the case. In fact, the hotel is so well insulated that there was practially no noise coming from outside. The problem was the sounds of adjacent room doors opening and closing. Made for a very unpleasant night's stay. I enjoy Hyatt's hotels...but don't think I'll stay here again.",Edge,Desktop,not happy
id10551,"This hotel was right in the middle of everything. We had no problems getting in and out of the hotel, to places for dinner, to work, hailing a cab, etc. Each night I received complimentary turn down service with chocolates and a bottle of water. My room was cleaned every day as well with new soaps and shampoos provided. I used the complimentary gym as well and hada great view of the city. I would recommend this hotel to anyone visiting the city for the first time and wanting something that is right in the middle of everything.",Mozilla,Desktop,happy
id10552,"this is a very reasonable place to stay ,price is right ,clean and good location would say again",Firefox,Mobile,not happy
id10553,We stayed in this hotel for part of our honeymoon and it really exceeded expectations!! First of all the manager of the hotel was so helpful and accommodating! All the staff were so polite and always smiling. Our room had the most fantastic view overlooking the beach it was just amazing! Rooms are really big and so comfortable. Bathroom was moderne and nice. One day when we hot back to the room there was a bottle of champagne in an ice bucket waiting for us! That was so nice of the staff to do that for us! Location is really good right next to the beach and near the shops and bars. Also breakfast in the morning was very good lots of food to choose from. The pool also was brilliant with a fantastic view of the ocean. All in all I highly recommend this hotel and will definitely be returning in the future!,Internet Explorer,Mobile,happy
id10554,"Hotel is right off the freeway and close to Love Field so convenient location. Front desk clerk was outstanding & very helpful. Rooms are nice, clean, good amenities (like a full sized fridge). Nice courtyard. The coffee offered in the lobby wasn't very good, but the ones with the room coffee maker were sufficient. Overall would recommend. Good breakfast at the restaurant next door. (tip: they'll deliver to the hotel!)",Edge,Mobile,happy
id10555,"As someone who claimes Master Road Warrior status, (- months out of the year on the road) I stay at a LOT of extended stay hotels. My past experiences with other StayBridge properties have been pretty darned good.
BUT this place is a whole nuther story. The rooms are small and crowded with cheap, cheezy furnishings. The """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""kitchens"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" are tiny- think Easy Bake Oven -except there's no oven. It was impossible to adjust the temperature of the water or increase the feeble flow of the shower. 
It's not possible to reset the temperature in the room (permanently set at a cozy -- degrees)
My my, I could just go on and on and on, but I think you get the picture. If this had been my first experience with the StayBridge Suite chain I would certainly never stay at another.",Edge,Mobile,not happy
id10556,"The hotel was very clean and nice. The maids did a great job keeping it clean. 
Upon arrival a lady named Jane greeted me and gave me some tourist information and to to get around town with public transportation on a map.
I stayed for - days. My room was large clean , had a flat screen wall mounted Samsung tv.. Decent size. A little table , dresser closet, plenty of wall outlets for plug-in . large mirror also. bed was king size. lamps were nice , but still covered in plastic??The bathroom was nice , it had mirrors so you could see your backside, as well as watch tv in the mirror from the toilet.(lol)
 I usually stay fairly neat, and need little service from the maids. My biggest problem and one of the reasons they lose a star is because I placed the do not disturb sign up, and the maids still came in and cleaned. They did this - or - days in a row. If I pay for a room and place a sign up that says do not disturb, I expect them to respect it. The maid was Asian and spoke almost no English, so I assume she couldn't read the sign either. Right across the street is Brenda's soul food . There is never any wait for one person even if there is an hour wait. I brought two different friends by, and since the door locks to the elevator and she buzzes you in after she identifies you, she needs an I'd from any visitor's . This is a little bit of a hassle, and she reserves the right to refuse a guest from entrance. Although she didn't with me, she could possibly not like your guest and deny them entrance. I asked if they had hot water, an
D they gave me a hot water pot and plug leith - green tea bags... Nice. There isn't any coffee , fridge, microwave or continental breakfast, but it was only --$ a night for me and with nothing else available that was decent for less than ---$ last minute it worked fine. The manger Jane was very nice, but she must live there with her dog, because every time I go in and out the hotel there she is standing out front, like she is guarding the hotel. I felt like I was renting a room from a nosy landlord kind of, she was nice and the place was too, it was just a feeling I had. There was free wifi, which was fairly quick, but it automatically bumps you off like every -- minutes and then you have to log back in all over. It was a little annoying. The bathroom also was very ready to have the floors ripped out and replaced with tile( they were linoleum.) albeit was kept clean.
Upon leaving I was running late for the train back to the airport. I asked the manager Jane when I was checking out if I could take a cab to the train would be better than walking - blocks. she calls a cab she knows, and she says yea it is too close. And starts to kind of lecture me that I should have left earlier( obviously I'm know ) I'm running late and need to pay and leave, but she is lecturing me still. Finally I asked if I could pay and leave. She took my credit card and gave me a bag of ghiriadelli chocolates upon check out.
 I would stay again, but I will probably check others first",Opera,Mobile,happy
id10557,"My boyfriend and I stayed at the Omni San Francisco May -----st. We had a wonderful stay and I could not recommend this hotel more highly! The room was beautiful and spacious and extermely clean. I have never stayed in hotel room more spotless than this one. Even our spare toilet paper roll was wrapped in pink ribbon!!
The doormen were always at the ready to open the door or help if you had any questions. The service here is impeccable. We had a problem with our toilet one night and the service person arrived in less than - minutes and had it fixed immediately. 
The location of this hotel is perfect. It's away from the hustle and bustle of Fisherman's wharf and the seedier Union Square. We rented a car and were glad we did as the lines for the cable cars were extremely long-being a holiday weekend. To avoid paying for parking, if you are there on a weekend and have the patience to find a spot, you can park overnight on the street if your meter isn't chargeable on weekends. Otherwise, if you park one block up at the St Mary's garage, it's about $--.-----which beats the $-- you have to pay to park at the hotel.
I recommend this property to anyone who is going to San Francisco. EXCELLENT hotel and will absolutely stay here again!!",Chrome,Mobile,happy
id10558,"Lovely indoor pool area, looks like a lodge. Staff was friendly and helpful. Room was clean, very comfortable and spacious, with minimal noise from outside (you could hear planes, but only if you really listened for them). The breakfast buffet was good value with great coffee (Starbucks), but the omelet chef did not have the slightest clue as to what he was doing. I got more of a scramble than an omelet, and he might have put all of three spinach leaves in the whole thing, which cooked down to nothing. I booked a """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""cars eat free"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" package which included parking and a $-- gas card - if they still have this deal it is worth it. Overall a very good experience.",Firefox,Desktop,happy
id10559,"I highly recommend this hotel and would definitely stay there again, myself. I always say that it's the little things that count in evaluating hotels. Free internet access is one of those little things that can make an impact on your stay. Hard Rock understands that. Why can't other upscale hotels understand that since it's such big part of everyone's professional and personal lives? When I checked in, a better room was available and I was given a free upgrade (another one of those """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""little things""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""). The front desk staff were incredibly friendly and welcoming.
The location is perfect - just a few blocks away from Michigan Ave. but far enough away from it that you don't have to deal with the noise and lack of cabs. The hotel is also within walking distance of the Clark-Lake el station. The rooms are spacious, spotless and modern. Mine happened to offer the best views of the city (facing north).
Overall, a great night's stay!",InternetExplorer,Desktop,happy
id10560,"I've stayed at this hotel several times for business over the years. While I wouldn't necessarily recommend it for a romantic weekend getaway, it's fine as a """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""functional"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" hotel for business travelers. 
Pros: One of the better locations in downtown Austin. You're within reasonable walking distance of South Congress restaurants and trailers and the -th street entertainment district. As a runner, it's awesome to basically be a staircase away from the Town Lake hike and bike trail. The views aren't bad: capital building on the downtown side and, if you're up high enough, Town Lake on the south side. 
The rooms could use updating, but are clean. I had about -- HD channels on my flat screen. There was a small workspace. Housecleaning did a good job during my --night stay. 
Cons: I'm reimbursed, but if forced to pay $-- a night for parking out of my pocket, would stay at a different hotel. The wi fi is $-- bucks a night with poor coverage. They do have a computer downstairs behind the concierge if you need to hop online for a few minutes. 
Overall I choose this hotel because of the location, friendly staff, and I get a good night's sleep on their beds.",Firefox,Desktop,happy
id10561,"We stayed at the W Hollywood recently for a large-scale event we were having nearby. While we were running around managing logistics, Karen Daily and her team were behind the scenes helping us greet our clients with a smile and a bottle of champagne. The service, grounds, and overall experience were fantastic thanks to all of the people that make this hotel tick. We're back in LA every month or two, and undoubtedly, will call this location our home away from home. Thanks Karen!!",Firefox,Mobile,happy
id10562,"The Argonaut is located in Fisherman's Wharf by the water. It is charming with a cool nautical theme and a great staff. The hotel is very accommodating. We booked rooms for a short two night stay but then decided to spend our second night in Napa. The hotel desk staff graciously canceled our second night without penalty. We reserved two rooms, an interior queen and a deluxe room. The queen, as expected, was very small although the decor made up for the size. The deluxe room had a 'view' but unfortunately our window looked into the scaffolding of the building across the street. When you stay there, request a higher floor (-rd or higher) facing the water. Also, the Argonaut offers a lot of 'package' deals. If you are driving a car, check out the deals that come with parking. The hotel charges $-- a night for parking (I parked on the street to save the charge and the bellman still walked over to my car and helped me with my bags. Gotta love this hotel). A rate that includes parking is often a better option than a regular room rate (the packages also include breakfast etc). Fisherman's Wharf is one big tourist trap so the area is deserted at night.. but you can get to other neighborhoods quickly. Avoid eating in the area.. food is not great and charges are high. Snag a cab or the cable car to another neighborhood and get a great meal for a lot less. During the day, its an interesting area to walk around.. and again, you can grab a cable car and visit other neighborhoods. 
I am a big fan of the Kimpton hotels and this ia a great one. The decor makes it a lot of fun. I'd recommend it and I'll plan to stay there again in the future.",Google Chrome,Mobile,happy
id10563,"I went on a --night business trip to Chicago and my hotel was booked for me. I was pleasantly surprised when we arrived at the hotel. Once checked in, I was given a king size room on the --th floor. The view is awesome and I loved the --"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" plasma flat screen tv. The bathroom had plenty of towels and tolietries for one night. There was a small mini fridge and liquors on the dresser- nice touch but pricey- $- for an oj! 
Our group met back down at the Crimson Lounge. I liked the music- atmosphere, but a lady came around wanting us to purchase the table for the night. Umm... they were not that busy or that good. The bar was just as good. 
The hotel is in an area with lots of night life and is a quick taxi ride to anywhere in the downtown area. House of Blues was next door and we didn't have to pay a cover since we checked it out near closing time, awesome blues. 
I had a newspaper at my door early the next morning (before -am). Check-out was a breeze and a billowy white curtains in the entrance was a nice touch.",Mozilla,Desktop,happy
id10564,"A decent hotel in a great location - just a few minutes walk to the shops and some great restaurants and about -- minutes from Pike Place and the waterfront. 
Rooms are big and I had a great view out to the water. Very clean hotel & friendly staff. Amenities are quite basic but for the price and location I would definitely recommend.",IE,Mobile,happy
id10565,"Had one night in this hotel on the way back from Europe. The public areas and rooms are exquisitely decorated and the staff are incredibly polite and well-trained. The bar and restaurant are being remodelled but the concierge insisted on walking me to the temporary space for these (in itself, elegant) and introducing me to the staff so they would understand precisely what I needed. And the gym is superb! Modern, well-lit, and made exercising a pleasure. I would definitely return - the only possible downside was the very noisy air-conditioner, but I was so tired from traveling I would have slept through a hurricane.",Edge,Mobile,happy
id10566,"I booked a """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""European style"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" room at this hotel through Expedia because it was the cheapest find for the location. After booking I started reading the reviews and was very nervous about my choice, but there was nothing to do because the deposit was non-refundable. I needn't have worried; our stay was absolutely fine. Yes, there is truth to the bad reviews -- the rooms are small, the bathroom tile is somewhat dingy (though clean), the air conditioning wasn't impeccable.. but it was adorable and comfortable and clean and quiet and fantastically located and completely suitable for our weekend. The bed and pillows were comfortable, the shower was excellent, and all the staff we dealt with were extremely friendly. 
So really, this hotel is all about your expectations. Those who expected a --star completely modern room would inevitably be disappointed, but for us, who expected a small but functional room in a beautiful old hotel for an excellent city price, this was a great choice. I never write reviews but just wanted to comfort anyone who might be as terrified by the awful reviews here as I was!",Edge,Mobile,not happy
id10567,"We recently stayed for one night here. The hotel appears to be a renovated, retouched older property and most likely needs another touch-up. Its main attraction is that it is close to the baseball stadium and Inner Harbor - within walking distance or a short taxi ride. Rooms are standard size which look smaller than they are because of the massive furniture which has seen better days. The bathroom is European size cozy. However, bathroom towels and all the linen is clean and fresh. The bed and the mattress are very comfortable for a good night's sleep; and it is quiet. The staff is quite pleasant too.",Firefox,Tablet,not happy
id10568,"Travelled here in May -- - upgraded to suite on arrival which was exceptionally comfortable, spacious (and with a powerful shower!)
Welcoming staff on arrival and fantastic location off Newbury Avenue, close to shops, restaurants and walking distance to major hubs, Boston Common etc.",Firefox,Mobile,happy
id10569,"My daughter and I stayed at the St. Francis for - nights. I've been staying there for several years and it is such a great hotel. The front desk recognizes me and has always been so friendly, yet professional. The Oak Room has a wonderful buffet breakfast every morning, and has a variety of newspapers for your convenience. The location is great, and I find it very easy to drive in, check in and have the Union Square location right out the door.",Edge,Desktop,happy
id10570,"We paid $--- per night for this hotel and I must say, it was not worth it. When I saw pictures of the hotel lobby online, I figured it would be an amazing hotel with wonderful rooms. This was not the case. The rooms were dated, with approximately ----'s window treatments. Carpets in rooms and hallways were not plush or cozy. Also, the lighting in the room and hallways was dark. My expectations for Hilton were very high, as I have never had a bad experience till now. We paid $--- for night, through Priceline. I am sure it is far more expensive directly through Hilton. It is not worth the money. Go for the Hilton Chicago near the Magnificent Mile instead.",Chrome,Mobile,not happy
